Product_Collection,Vertical_Segment,Status,Launch_Date,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Instruction_Set,TDP,Max_Memory_Size,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth,Cache_Size,Cache_Type
Legacy,Mobile,End of Life,2011,32.0,111.0,2,2.0,2100,64-bit,35.0,16.0,2.0,21.3,2.0,L3
Legacy,Mobile,Launched,2011,32.0,111.0,2,2.0,2200,64-bit,35.0,16.0,2.0,21.3,2.0,L3
Legacy,Mobile,Launched,2011,32.0,111.0,2,2.0,1200,64-bit,17.0,8.01,2.0,21.3,2.0,L3
Legacy,Mobile,Launched,2011,32.0,111.0,2,2.0,1300,64-bit,17.0,16.0,2.0,21.3,2.0,L3
Legacy,Mobile,End of Interactive Support,2011,32.0,111.0,2,2.0,2270,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2011,32.0,111.0,2,2.0,1330,64-bit,18.0,8.0,2.0,12.8,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2011,45.0,111.0,1,2.0,1200,32-bit,3.0,2.93,1.0,5.85,0.5,L2
Legacy,Mobile,End of Interactive Support,2011,45.0,111.0,1,2.0,1500,32-bit,3.0,2.93,1.0,5.85,0.5,Normal
Legacy,Mobile,Launched,2011,45.0,111.0,2,4.0,1660,64-bit,8.5,2.0,1.0,5.85,1.0,L2
Legacy,Mobile,Launched,2011,32.0,111.0,4,8.0,2700,64-bit,55.0,32.0,2.0,25.6,8.0,SmartCache
Legacy,Mobile,End of Interactive Support,2011,32.0,111.0,2,4.0,2660,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2011,32.0,111.0,2,4.0,2660,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,111.0,2,4.0,2100,64-bit,35.0,16.0,2.0,21.3,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,111.0,2,4.0,2100,64-bit,35.0,16.0,2.0,21.3,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,111.0,2,4.0,2200,64-bit,35.0,16.0,2.0,21.3,3.0,L3
Legacy,Mobile,Launched,2011,32.0,187.0,2,4.0,2200,64-bit,35.0,16.6,2.0,21.3,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,187.0,2,4.0,2300,64-bit,35.0,16.0,2.0,21.3,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,187.0,2,4.0,1300,64-bit,17.0,16.0,2.0,21.3,3.0,L3
Legacy,Mobile,Launched,2011,32.0,250.0,2,4.0,1400,64-bit,17.0,16.0,2.0,25.6,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,250.0,2,4.0,2300,64-bit,35.0,16.0,2.0,21.3,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,250.0,2,4.0,2400,64-bit,35.0,16.0,2.0,21.3,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,250.0,2,4.0,2400,64-bit,35.0,16.0,2.0,21.3,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,250.0,2,4.0,1600,64-bit,17.0,8.01,2.0,21.3,3.0,L3
Legacy,Mobile,Launched,2011,32.0,236.0,2,4.0,2500,64-bit,35.0,16.6,2.0,21.3,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,236.0,2,4.0,2500,64-bit,35.0,16.0,2.0,21.3,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,2,4.0,2600,64-bit,35.0,16.0,2.0,21.3,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,2,4.0,1400,64-bit,17.0,8.01,2.0,21.3,3.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,2,4.0,1700,64-bit,17.0,8.01,2.0,21.3,3.0,L3
Legacy,Mobile,Launched,2011,32.0,269.0,2,4.0,1500,64-bit,17.0,8.01,2.0,21.3,4.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,2,4.0,2700,64-bit,35.0,16.0,2.0,21.3,4.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,4,8.0,2000,64-bit,45.0,16.0,2.0,21.3,6.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,2,4.0,2100,64-bit,25.0,8.01,2.0,21.3,4.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,4,8.0,2000,64-bit,45.0,16.0,2.0,21.3,6.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,2,4.0,1700,64-bit,17.0,8.01,2.0,21.3,4.0,L3
Legacy,Mobile,Launched,2011,32.0,269.0,2,4.0,2800,64-bit,35.0,16.0,2.0,21.3,4.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,2,4.0,2300,64-bit,25.0,8.01,2.0,21.3,4.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,2,4.0,1600,64-bit,17.0,8.01,2.0,21.3,4.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,4,8.0,2200,64-bit,45.0,16.0,2.0,21.3,6.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,4,8.0,2200,64-bit,45.0,32.0,2.0,21.3,6.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,269.0,2,4.0,1800,64-bit,17.0,8.01,2.0,21.3,4.0,L3
Legacy,Mobile,Launched,2011,32.0,295.0,4,8.0,2100,64-bit,45.0,16.6,2.0,25.6,6.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,295.0,4,8.0,2200,64-bit,45.0,32.0,2.0,25.6,6.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,378.0,4,8.0,2400,64-bit,45.0,32.0,2.0,25.6,6.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,568.0,4,8.0,2500,64-bit,45.0,32.0,2.0,25.6,8.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,570.0,4,8.0,2300,64-bit,45.0,32.0,2.0,25.6,8.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,570.0,4,8.0,2500,64-bit,55.0,32.0,2.0,25.6,8.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,570.0,2,2.0,1500,64-bit,35.0,16.0,2.0,21.3,2.0,L3
Legacy,Mobile,Launched,2011,32.0,72.0,2,2.0,1600,64-bit,35.0,16.6,2.0,21.3,2.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,134.0,2,4.0,1100,64-bit,17.0,16.0,2.0,21.3,2.0,L3
Legacy,Mobile,Launched,2011,32.0,134.0,2,2.0,1200,64-bit,17.0,16.0,2.0,21.3,2.0,L3
Legacy,Mobile,Launched,2011,32.0,86.0,2,2.0,1900,64-bit,35.0,16.0,2.0,21.3,2.0,L3
Legacy,Mobile,Launched,2011,32.0,86.0,1,1.0,1600,64-bit,35.0,16.0,2.0,21.3,1.5,L3
Legacy,Mobile,End of Interactive Support,2011,32.0,134.0,2,2.0,1200,64-bit,18.0,8.0,2.0,12.8,2.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,134.0,1,1.0,1300,64-bit,17.0,16.0,2.0,21.3,1.5,L3
Legacy,Server,End of Life,2011,32.0,191.5,4,4.0,1600,64-bit,80.0,288.0,3.0,25.6,4.0,SmartCache
Legacy,Server,End of Life,2011,32.0,223.0,4,4.0,2130,64-bit,80.0,288.0,3.0,25.6,8.0,SmartCache
Legacy,Server,Launched,2011,32.0,277.5,4,4.0,2260,64-bit,80.0,288.0,3.0,25.6,8.0,SmartCache
Legacy,Server,Launched,2011,32.0,775.5,6,12.0,2530,64-bit,80.0,288.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2011,32.0,774.0,4,8.0,2930,64-bit,130.0,288.0,3.0,25.6,12.0,SmartCache
Legacy,Server,End of Life,2011,32.0,774.0,4,8.0,3200,64-bit,95.0,288.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2011,32.0,1441.5,6,12.0,3060,64-bit,95.0,288.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2011,32.0,1663.0,4,8.0,3600,64-bit,130.0,288.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2011,32.0,1663.0,6,12.0,3460,64-bit,130.0,24.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2011,32.0,1664.5,6,12.0,3460,64-bit,130.0,288.0,3.0,32.0,12.0,SmartCache
Xeon,Server,End of Life,2011,32.0,196.0,4,8.0,3600,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Xeon,Server,End of Life,2011,32.0,196.0,4,4.0,3100,64-bit,80.0,32.0,2.0,21.0,8.0,SmartCache
Xeon,Server,End of Life,2011,32.0,189.0,2,4.0,2200,64-bit,20.0,32.0,2.0,21.0,3.0,SmartCache
Xeon,Server,End of Life,2011,32.0,192.0,4,4.0,3100,64-bit,95.0,32.0,2.0,21.0,6.0,SmartCache
Xeon,Server,End of Life,2011,32.0,230.0,4,8.0,3200,64-bit,80.0,32.0,2.0,21.0,8.0,SmartCache
Xeon,Server,End of Life,2011,32.0,255.5,4,8.0,3300,64-bit,80.0,32.0,2.0,21.0,8.0,SmartCache
Xeon,Server,End of Life,2011,32.0,250.0,4,8.0,3200,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Xeon,Server,End of Life,2011,32.0,267.5,4,8.0,3300,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Xeon,Server,End of Life,2011,32.0,294.0,4,8.0,2400,64-bit,45.0,32.0,2.0,21.0,8.0,SmartCache
Xeon,Server,End of Life,2011,32.0,332.5,4,8.0,3400,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Xeon,Server,End of Life,2011,32.0,333.5,4,8.0,3400,64-bit,80.0,32.0,2.0,21.0,8.0,SmartCache
Xeon,Server,End of Life,2011,32.0,617.5,4,8.0,3500,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Xeon,Server,End of Life,2011,32.0,774.0,6,12.0,1730,64-bit,105.0,1044.48,4.0,68.0,18.0,SmartCache
Xeon,Server,End of Life,2011,32.0,1334.0,8,16.0,2000,64-bit,105.0,1044.48,4.0,68.0,18.0,SmartCache
Xeon,Server,End of Life,2011,32.0,1779.0,8,16.0,2130,64-bit,105.0,1044.48,4.0,68.0,24.0,SmartCache
Xeon,Server,End of Life,2011,32.0,2558.0,10,20.0,2000,64-bit,130.0,1044.48,4.0,68.0,24.0,SmartCache
Xeon,Server,End of Life,2011,32.0,3670.0,10,20.0,2260,64-bit,130.0,1044.48,4.0,68.0,24.0,SmartCache
Xeon,Server,End of Life,2011,32.0,4227.0,10,20.0,2400,64-bit,130.0,1044.48,4.0,68.0,30.0,SmartCache
Xeon,Server,End of Life,2011,32.0,890.0,6,12.0,1860,64-bit,95.0,2099.2,4.0,68.0,18.0,SmartCache
Xeon,Server,End of Life,2011,32.0,1446.0,8,16.0,2000,64-bit,105.0,2099.2,4.0,68.0,18.0,SmartCache
Xeon,Server,End of Life,2011,32.0,2059.0,8,16.0,2130,64-bit,105.0,2099.2,4.0,68.0,24.0,SmartCache
Xeon,Server,End of Life,2011,32.0,2837.0,10,20.0,2000,64-bit,130.0,2099.2,4.0,68.0,24.0,SmartCache
Xeon,Server,End of Life,2011,32.0,3838.0,10,20.0,2260,64-bit,130.0,2099.2,4.0,68.0,24.0,SmartCache
Xeon,Server,End of Life,2011,32.0,4394.0,10,20.0,2400,64-bit,130.0,2099.2,4.0,68.0,30.0,SmartCache
Xeon,Server,End of Life,2011,32.0,2280.0,8,16.0,2130,64-bit,105.0,4198.4,4.0,68.0,24.0,SmartCache
Xeon,Server,End of Life,2011,32.0,2280.0,8,8.0,2660,64-bit,130.0,4198.4,4.0,68.0,24.0,SmartCache
Xeon,Server,End of Life,2011,32.0,3059.0,10,20.0,2000,64-bit,130.0,4198.4,4.0,68.0,24.0,SmartCache
Xeon,Server,End of Life,2011,32.0,4061.0,10,20.0,2260,64-bit,130.0,4198.4,4.0,68.0,24.0,SmartCache
Xeon,Server,End of Life,2011,32.0,4172.0,10,20.0,2130,64-bit,105.0,4198.4,4.0,68.0,30.0,SmartCache
Xeon,Server,End of Life,2011,32.0,4616.0,10,20.0,2400,64-bit,130.0,4198.4,4.0,68.0,30.0,SmartCache
Atom,Desktop,End of Interactive Support,2012,32.0,47.0,2,4.0,1860,64-bit,10.0,4.0,1.0,6.4,1.0,L2
Atom,Mobile,End of Interactive Support,2012,32.0,47.0,1,2.0,1300,32-bit,17.0,2.0,2.0,6.4,0.5,SmartCache
Atom,Mobile,End of Interactive Support,2012,32.0,47.0,1,2.0,1300,32-bit,17.0,2.0,2.0,6.4,0.5,SmartCache
Atom,Mobile,End of Interactive Support,2012,32.0,47.0,2,4.0,1800,32-bit,17.0,2.4,2.0,6.4,1.0,L2
Atom,Server,End of Life,2012,32.0,54.0,2,4.0,1600,64-bit,8.1,8.0,1.0,10.6,1.0,Normal
Atom,Server,End of Life,2012,32.0,64.0,2,4.0,1600,64-bit,6.1,8.0,1.0,10.6,1.0,Normal
Atom,Server,End of Life,2012,32.0,64.0,2,4.0,2000,64-bit,8.5,8.0,1.0,10.6,1.0,Normal
Core,Desktop,End of Life,2012,32.0,305.0,4,8.0,3600,64-bit,130.0,64.23,4.0,51.2,10.0,SmartCache
Core,Desktop,End of Life,2012,32.0,1059.0,6,12.0,3500,64-bit,150.0,64.45,4.0,51.2,15.0,SmartCache
Core,Mobile,Launched,2012,22.0,1096.0,4,8.0,2900,64-bit,55.0,32.0,2.0,25.6,8.0,SmartCache
Core,Mobile,Launched,2012,22.0,1096.0,4,8.0,3000,64-bit,55.0,32.0,2.0,25.6,8.0,SmartCache
Legacy,Desktop,End of Life,2012,32.0,1664.5,2,2.0,2600,64-bit,35.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,End of Life,2012,32.0,82.0,2,2.0,3100,64-bit,65.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,End of Life,2012,32.0,64.0,2,2.0,2800,64-bit,65.0,32.0,2.0,17.0,3.0,SmartCache
Legacy,Desktop,End of Life,2012,32.0,68.0,2,2.0,2400,64-bit,35.0,32.0,2.0,17.0,3.0,SmartCache
Legacy,Desktop,End of Life,2012,32.0,64.0,2,2.0,2900,64-bit,65.0,32.0,2.0,17.0,3.0,SmartCache
Legacy,Desktop,End of Life,2012,32.0,64.0,2,2.0,2500,64-bit,35.0,32.0,2.0,17.0,3.0,SmartCache
Legacy,Desktop,End of Life,2012,32.0,187.0,4,4.0,3100,64-bit,95.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,End of Life,2012,32.0,205.0,4,4.0,3200,64-bit,95.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,End of Life,2012,32.0,235.0,4,4.0,3400,64-bit,95.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,Launched,2012,22.0,114.5,2,4.0,3300,64-bit,55.0,32.0,2.0,25.6,3.0,SmartCache
